Trung bình B,Trung bình G,Trung bình R,Độ lệch chuẩn B,Độ lệch chuẩn G,Độ lệch chuẩn R,Nhãn,URL
102.88079958545917,102.88079958545917,102.88079958545917,53.47932671722079,53.47932671722079,53.47932671722079,cloudy,datasetSky2\cloudy\cloudy1.jpg
48.58244977678571,77.18255739795917,64.63392857142857,46.01890670257861,28.99748521649136,32.25834782601684,cloudy,datasetSky2\cloudy\cloudy100.jpg
145.28730867346937,128.24716996173467,118.88763552295917,56.522024741639626,58.640978516823274,63.566572924932245,cloudy,datasetSky2\cloudy\cloudy101.jpg
114.1207948022959,110.30149872448979,111.08099489795917,66.25543827294078,67.93140451964376,70.82533708258804,cloudy,datasetSky2\cloudy\cloudy102.jpg
119.81068638392856,129.22443000637753,133.93638392857142,50.30008813302647,37.3507472240372,36.75236301750484,cloudy,datasetSky2\cloudy\cloudy103.jpg
138.240553252551,138.240553252551,138.240553252551,80.21578719423854,80.21578719423854,80.21578719423854,cloudy,datasetSky2\cloudy\cloudy104.jpg
73.63480548469387,90.24406090561224,91.82575334821428,39.556322505831844,43.440170054056786,45.41444495375517,cloudy,datasetSky2\cloudy\cloudy105.jpg
90.22851562499999,117.71247209821428,129.86666932397958,63.32004115289274,54.39469149127937,47.6856506452297,cloudy,datasetSky2\cloudy\cloudy106.jpg
109.47329400510203,108.50717474489795,108.35644531249999,41.76687423785819,42.06547199892594,42.20668686319166,cloudy,datasetSky2\cloudy\cloudy107.jpg
125.32003348214285,120.77726403061223,118.96316964285714,63.76245953272304,62.499334611063645,63.39370534164381,cloudy,datasetSky2\cloudy\cloudy108.jpg
133.88859215561223,135.38504464285714,134.26554528061223,83.62884208000072,79.51316902062253,79.84568481754044,cloudy,datasetSky2\cloudy\cloudy109.jpg
193.59873246173467,164.2378826530612,157.07758689413265,38.12188242088416,48.23868030198429,50.99346942181022,cloudy,datasetSky2\cloudy\cloudy11.jpg
109.22737962372449,108.20760921556122,106.5735012755102,49.91111136315679,53.57508847892446,55.22636065628451,cloudy,datasetSky2\cloudy\cloudy110.jpg
72.35014748086734,72.35014748086734,72.35014748086734,38.922606455193595,38.922606455193595,38.922606455193595,cloudy,datasetSky2\cloudy\cloudy111.jpg
145.89795918367346,133.92321029974488,124.80424904336734,56.93337501562025,57.06508364062993,57.6620552380837,cloudy,datasetSky2\cloudy\cloudy112.jpg
117.3132772640306,104.3019172512755,95.05251514668366,34.66312016548883,41.230584788017545,46.49099782879777,cloudy,datasetSky2\cloudy\cloudy113.jpg
69.14875637755101,79.65449617346938,77.52022879464285,40.48199853127384,33.00614154935033,37.83693959193348,cloudy,datasetSky2\cloudy\cloudy114.jpg
143.548170440051,143.38452646683672,139.6266940369898,74.54416369910193,64.04184226202955,64.10993742137028,cloudy,datasetSky2\cloudy\cloudy115.jpg
114.06778140943877,110.13998724489795,110.97656249999999,66.15189695610397,67.89547535860363,70.60164053444888,cloudy,datasetSky2\cloudy\cloudy116.jpg
69.62268813775509,79.57583306760203,77.88337053571428,40.308093002819135,33.231770268064714,37.853839637616794,cloudy,datasetSky2\cloudy\cloudy117.jpg
101.75119579081633,91.44636878188774,81.27451371173468,58.283534405675276,59.48305716397356,61.334399311526184,cloudy,datasetSky2\cloudy\cloudy118.jpg
147.18931361607142,149.69776387117346,135.15904017857142,63.65070215140014,54.533413315428554,55.48219078665611,cloudy,datasetSky2\cloudy\cloudy119.jpg
204.29848931760202,169.24230707908163,132.03025350765304,23.298154870250023,43.39123812716111,66.79008115664706,cloudy,datasetSky2\cloudy\cloudy12.jpg
122.89473054846938,121.09153778698979,115.21456473214285,39.024520303575876,39.575308080983106,39.680937107036165,cloudy,datasetSky2\cloudy\cloudy120.jpg
96.13632015306122,94.28296396683673,91.03633211096938,32.04813659224599,35.22844330121096,36.66400982817509,cloudy,datasetSky2\cloudy\cloudy121.jpg
102.14401307397958,91.47470902423468,81.63996731505101,58.715353128047866,59.70537181447161,61.45697942353663,cloudy,datasetSky2\cloudy\cloudy122.jpg
156.02192283163265,128.78938137755102,104.03013392857142,48.84395501251361,64.23020702929011,78.59849960258774,cloudy,datasetSky2\cloudy\cloudy123.jpg
155.0962810905612,150.1139987244898,148.12169164540816,46.902140498740515,50.97587877596755,52.39527998714865,cloudy,datasetSky2\cloudy\cloudy124.jpg
88.10682397959182,80.77222177933673,75.45637356505101,66.37119849592399,63.663917427604744,63.774620174226264,cloudy,datasetSky2\cloudy\cloudy125.jpg
101.45617426658163,101.45617426658163,101.45617426658163,42.61053435078798,42.61053435078798,42.61053435078798,cloudy,datasetSky2\cloudy\cloudy126.jpg
135.26217713647958,138.59434789540816,141.39008689413265,37.27724017573959,32.5102059613693,28.591652241697705,cloudy,datasetSky2\cloudy\cloudy127.jpg
